chr	start_gene	end_gene	strand_gene	gene_name	ensembl_id	gene_type
chr9	112959134	112962261	-	MUPP	ENSG00000237906	transcribed_unprocessed_pseudogene
chr7	141887148	141888092	+	OR9A1P	ENSG00000237621	protein_coding
chr1	2050411	2185395	+	PRKCZ	ENSG00000067606	protein_coding
chr6	170290703	170407067	+	FAM120B	ENSG00000112584	protein_coding
chr12	88492793	88580851	-	KITLG	ENSG00000049130	protein_coding
chr14	51436038	51436963	+	SETP2	ENSG00000258893	processed_pseudogene
chr7	73680918	73683453	-	DNAJC30	ENSG00000176410	protein_coding
chr7	30284597	30367689	+	ZNRF2	ENSG00000180233	protein_coding
chr15	101828741	101829679	+	OR4F14P	ENSG00000232459	unprocessed_pseudogene
chr17	68591796	68763882	+	LINC01482	ENSG00000267659	lncRNA
chr7	116542718	116551969	-	ENSG00000235427	ENSG00000235427	lncRNA
chr4	186328716	186329601	-	SLC25A5P6	ENSG00000213332	processed_pseudogene
chr3	19947097	19985175	+	RAB5A	ENSG00000144566	protein_coding
chr21	34073578	34106260	+	SLC5A3	ENSG00000198743	protein_coding
chr7	150791285	150801360	-	TMEM176B	ENSG00000106565	protein_coding
chr5	71197646	71208130	-	GUSBP9	ENSG00000215630	unprocessed_pseudogene
chrX	80335504	80445311	+	TENT5D	ENSG00000174016	protein_coding
chr14	22493925	22493990	+	TRAJ45	ENSG00000211844	TR_J_gene
chr4	171113789	171114581	+	ENSG00000249525	ENSG00000249525	processed_pseudogene
chr22	40569286	40569895	+	COX6B1P3	ENSG00000172912	processed_pseudogene
chr12	9881489	9895833	+	KLRF2	ENSG00000256797	protein_coding
chr21	37816074	37840669	+	ENSG00000289538	ENSG00000289538	lncRNA
chrX	56242937	56243409	-	RPL23AP83	ENSG00000234135	processed_pseudogene
chr17	19166896	19169668	-	KYNUP1	ENSG00000261987	unprocessed_pseudogene
chr5	132987652	132988110	-	ENSG00000229738	ENSG00000229738	processed_pseudogene
chr2	180801227	180801533	+	ENSG00000279559	ENSG00000279559	TEC
chr4	183094423	183095056	-	ENSG00000272784	ENSG00000272784	lncRNA
chr1	48096092	48161871	-	ENSG00000290466	ENSG00000290466	lncRNA
chr16	81081945	81096395	-	GCSH	ENSG00000140905	protein_coding
chrX	116400848	116400953	-	RNU6-154P	ENSG00000207033	snRNA
chr15	63125872	63158021	-	RPS27L	ENSG00000185088	protein_coding
chr10	133746641	133747907	+	DUX4L11	ENSG00000278761	unprocessed_pseudogene
chrX	16719612	16765340	+	SYAP1	ENSG00000169895	protein_coding
chr20	32443059	32585333	-	NOL4L	ENSG00000197183	protein_coding
chr9	117918096	117925216	+	ENSG00000289735	ENSG00000289735	lncRNA
chr12	47841537	47943048	-	VDR	ENSG00000111424	protein_coding
chr12	122687125	122715979	+	ENSG00000256249	ENSG00000256249	lncRNA
chr19	12944118	12944487	-	ENSG00000267458	ENSG00000267458	lncRNA
chr4	143559457	144343750	+	ENSG00000251600	ENSG00000251600	lncRNA
chr13	42003430	42003637	+	RPS28P8	ENSG00000226093	processed_pseudogene
chr7	114297114	114297429	-	RPL36P13	ENSG00000236580	processed_pseudogene
chrX	49074433	49101170	-	WDR45	ENSG00000196998	protein_coding
chr11	46758766	46758873	-	ENSG00000252427	ENSG00000252427	snoRNA
chr13	40172505	40195361	+	LINC00332	ENSG00000230710	lncRNA
chr21	42843094	42879568	-	WDR4	ENSG00000160193	protein_coding
chr2	18986451	19348067	-	LINC01376	ENSG00000236204	lncRNA
chr1	179550539	179575952	-	NPHS2	ENSG00000116218	protein_coding
chr8	39860219	39860525	+	RPL7AP80	ENSG00000253332	processed_pseudogene
chr11	105122661	105123339	-	CASP1P1	ENSG00000255430	unprocessed_pseudogene
chrY	3682805	3683868	+	USP12PY	ENSG00000232927	processed_pseudogene
chr2	70209444	70248660	-	TIA1	ENSG00000116001	protein_coding
chr9	107115784	107115954	+	ENSG00000223615	ENSG00000223615	processed_pseudogene
chr3	112815709	112846864	-	CD200R1L	ENSG00000206531	protein_coding
chr14	22519969	22520031	+	TRAJ24	ENSG00000211865	TR_J_gene
chr12	111034165	111350554	+	CUX2	ENSG00000111249	protein_coding
chr3	183548735	183552326	+	KLHL6-AS1	ENSG00000242522	lncRNA
chr14	22539073	22539134	+	TRAJ6	ENSG00000211883	TR_J_gene
chr4	177457111	177457228	-	RNA5SP172	ENSG00000201931	rRNA
chr14	22155079	22155638	+	TRAV28	ENSG00000258835	TR_V_pseudogene
chr13	44399540	44405984	-	TUSC8	ENSG00000237361	lncRNA
chr10	46005088	46030623	-	NCOA4	ENSG00000266412	protein_coding
chr10	86970741	87010126	+	ENSG00000271880	ENSG00000271880	lncRNA
chr10	79512533	79516440	+	EIF5AL1	ENSG00000253626	protein_coding
chr17	47649476	47685505	+	KPNB1	ENSG00000108424	protein_coding
chr3	125528244	125528349	-	Y_RNA	ENSG00000252965	misc_RNA
chr6	10118452	10119253	+	RPL7AP36	ENSG00000216368	processed_pseudogene
chr4	183444635	183449064	+	CDKN2AIP	ENSG00000168564	protein_coding
chr6	109327175	109327914	-	RPL7P28	ENSG00000218632	processed_pseudogene
chr6	73593379	73653992	-	SLC17A5	ENSG00000119899	protein_coding
chr3	111835723	111860730	-	ENSG00000286492	ENSG00000286492	lncRNA
chrX	87807549	87809883	-	MRPS22P1	ENSG00000271056	processed_pseudogene
chr12	83021890	83021992	+	RNU6-977P	ENSG00000252220	snRNA
chr22	15794901	15797909	+	ENSG00000271127	ENSG00000271127	transcribed_unprocessed_pseudogene
chr17	20710425	20710533	-	ENSG00000264874	ENSG00000264874	processed_pseudogene
chr11	7699562	7699988	-	ENSG00000276668	ENSG00000276668	lncRNA
chr1	109733932	109741038	-	GSTM3	ENSG00000134202	protein_coding
chr17	68205669	68206238	+	ENSG00000274712	ENSG00000274712	transcribed_unprocessed_pseudogene
chr1	63024207	63025658	+	ENSG00000227485	ENSG00000227485	lncRNA
chr7	19112474	19114271	+	ENSG00000232821	ENSG00000232821	lncRNA
chr13	113339450	113339958	-	ENSG00000276434	ENSG00000276434	lncRNA
chr12	43633093	43633281	+	ENSG00000271508	ENSG00000271508	processed_pseudogene
chr2	29088649	29097586	-	ENSG00000229224	ENSG00000229224	lncRNA
chr3	186789880	186807058	-	RFC4	ENSG00000163918	protein_coding
chr9	101334084	101339347	-	ACNATP	ENSG00000227411	unitary_pseudogene
chr2	74715269	74805979	+	ENSG00000286739	ENSG00000286739	lncRNA
chr4	43340875	43345600	+	ENSG00000250657	ENSG00000250657	lncRNA
chr15	32836983	32837326	-	ENSG00000259392	ENSG00000259392	transcribed_processed_pseudogene
chr8	61500556	61714640	-	ASPH	ENSG00000198363	protein_coding
chrX	139530739	139563459	+	F9	ENSG00000101981	protein_coding
chr11	41876634	41877078	+	ENSG00000254822	ENSG00000254822	lncRNA
chr13	102845831	102875995	+	ERCC5	ENSG00000134899	protein_coding
chr6	29976042	30061640	-	POLR1HASP	ENSG00000204623	transcribed_unitary_pseudogene
chr18	21829004	21829088	-	MIR1-2	ENSG00000284453	miRNA
chrX	52665231	52665347	+	RNA5SP504	ENSG00000222608	rRNA_pseudogene
chr17	30781493	30782221	-	ENSG00000265791	ENSG00000265791	lncRNA
chr8	10856085	10859436	-	ENSG00000280294	ENSG00000280294	TEC
chr11	120619934	120620267	-	ELOCP22	ENSG00000255006	processed_pseudogene
chr16	14071319	14266773	+	MRTFB	ENSG00000186260	protein_coding
chr22	37490362	37519542	-	CARD10	ENSG00000100065	protein_coding
chr1	84078062	84238498	+	PRKACB	ENSG00000142875	protein_coding
chr10	13156684	13158136	-	BTBD7P1	ENSG00000203414	processed_pseudogene
chr12	14612632	14696599	-	GUCY2C	ENSG00000070019	protein_coding
chr14	75294404	75298109	+	LINC01220	ENSG00000259687	lncRNA
chrX	49071470	49079887	-	ENSG00000288053	ENSG00000288053	protein_coding
chr14	23749236	23751150	+	BRD7P1	ENSG00000259043	processed_pseudogene
chr17	6653464	6655009	-	ENSG00000261996	ENSG00000261996	lncRNA
chr10	154831	154943	-	RNA5SP297	ENSG00000212331	rRNA_pseudogene
chr3	178007672	178007779	-	RNU6-1120P	ENSG00000199858	snRNA
chr11	61429220	61485822	+	ENSG00000256591	ENSG00000256591	protein_coding
chrY	18790709	18791051	-	PRYP6	ENSG00000248573	transcribed_unprocessed_pseudogene
chr12	29156448	29156991	-	ENSG00000275278	ENSG00000275278	lncRNA
chr6	136934765	136934866	+	Y_RNA	ENSG00000207247	misc_RNA
chr4	7112088	7112399	-	RN7SKP36	ENSG00000200867	misc_RNA
chr20	20214299	20215262	-	ENSG00000225417	ENSG00000225417	lncRNA
chr17	49288346	49288454	-	MIR6129	ENSG00000273500	miRNA
chr15	80152490	80186946	+	FAH	ENSG00000103876	protein_coding
chr14	63684216	63728065	-	SGPP1	ENSG00000126821	protein_coding
chr17	83098377	83098987	+	ENSG00000274370	ENSG00000274370	lncRNA
chr2	32201600	32203999	+	DDX50P1	ENSG00000229816	processed_pseudogene
chr12	38205098	38206009	-	ENSG00000257292	ENSG00000257292	unprocessed_pseudogene
chr2	74123965	74135640	+	ENSG00000217702	ENSG00000217702	lncRNA
chr15	99565417	99716488	+	MEF2A	ENSG00000068305	protein_coding
chr19	33997289	34066283	-	ENSG00000287526	ENSG00000287526	lncRNA
chr8	142670308	142682725	+	PSCA	ENSG00000167653	protein_coding
chr17	73912190	73931436	+	ENSG00000288006	ENSG00000288006	lncRNA
chr4	5524569	5527801	+	LINC01587	ENSG00000082929	lncRNA
chr7	38362864	38363518	-	TRGV2	ENSG00000233306	TR_V_gene
chr2	50829442	50829678	-	ENSG00000238165	ENSG00000238165	processed_pseudogene
chr9	109324685	109324796	+	Y_RNA	ENSG00000207329	misc_RNA
chr4	107931549	107953461	+	CYP2U1	ENSG00000155016	protein_coding
chr6	49565924	49580166	-	CYP2AC1P	ENSG00000216998	unitary_pseudogene
chr8	117163968	117164255	+	RN7SL826P	ENSG00000240151	misc_RNA
chr18	46080248	46104334	-	ATP5F1A	ENSG00000152234	protein_coding
chr9	14611071	14693432	-	ZDHHC21	ENSG00000175893	protein_coding
chr14	64535905	64546173	+	HSPA2	ENSG00000126803	protein_coding
chr14	69569799	69574871	-	CCDC177	ENSG00000267909	protein_coding
chr20	20253303	20253838	-	RPL17P1	ENSG00000229500	processed_pseudogene
chr13	99994899	99997909	-	LINC00554	ENSG00000260738	lncRNA
chr7	21381363	21381506	+	RNU1-15P	ENSG00000195024	snRNA
chr8	42842989	42844876	+	ENSG00000286837	ENSG00000286837	lncRNA
chr7	88564793	88566281	-	KPNA2P2	ENSG00000228928	processed_pseudogene
chr4	73052362	73069755	-	COX18	ENSG00000163626	protein_coding
chr22	27102766	27107019	+	ENSG00000280025	ENSG00000280025	lncRNA
chr2	69844509	69844933	-	ENSG00000275381	ENSG00000275381	processed_pseudogene
chr1	244454377	244641177	+	CATSPERE	ENSG00000179397	protein_coding
chr1	64384398	64384459	-	RNU7-62P	ENSG00000238653	snRNA
chr8	72462311	72470972	+	ENSG00000254347	ENSG00000254347	lncRNA
chr3	62221249	62369406	-	PTPRG-AS1	ENSG00000241472	lncRNA
chr6	108618000	108618285	-	SUMO2P8	ENSG00000228976	processed_pseudogene
chr11	616577	626078	-	CDHR5	ENSG00000099834	protein_coding
chr2	207580631	207625928	-	METTL21A	ENSG00000144401	protein_coding
chr18	48962951	48963941	-	ENSG00000266905	ENSG00000266905	lncRNA
chr8	23270120	23296279	+	R3HCC1	ENSG00000104679	protein_coding
chr5	72878591	72878663	+	MIR4804	ENSG00000263593	miRNA
chr6	49077712	49078051	-	ENSG00000218337	ENSG00000218337	processed_pseudogene
chr15	60404463	60404960	+	ENSG00000242667	ENSG00000242667	processed_pseudogene
chr2	218916184	218916287	-	RNU6-642P	ENSG00000200029	snRNA
chr14	70496107	70496210	+	RNU6-659P	ENSG00000252263	snRNA
chr12	97560557	97560721	+	ENSG00000278802	ENSG00000278802	misc_RNA
chr10	98457077	99235862	-	HPSE2	ENSG00000172987	protein_coding
chr21	13936993	13937325	-	RHOT1P2	ENSG00000203616	processed_pseudogene
chr2	130680050	130685863	+	CYP4F30P	ENSG00000290699	lncRNA
chr2	209072597	209074148	-	HSPA8P6	ENSG00000235864	processed_pseudogene
chr12	55980432	55981035	-	ENSG00000237493	ENSG00000237493	processed_pseudogene
chr5	173052452	173052555	-	Y_RNA	ENSG00000207210	misc_RNA
chrX	26160601	26162410	+	MAGEB6B	ENSG00000232030	protein_coding
chr1	183186238	183245127	+	LAMC2	ENSG00000058085	protein_coding
chr1	163161675	163213023	+	RGS5-AS1	ENSG00000232892	lncRNA
chr15	31065032	31065141	-	MIR211	ENSG00000207702	miRNA
chr2	131299220	131300444	-	KLF2P4	ENSG00000236516	processed_pseudogene
chr1	38129464	38140593	-	LINC02786	ENSG00000284623	lncRNA
chr2	18583367	18583468	-	RNU6-1215P	ENSG00000207170	snRNA
chr11	74988279	75018893	+	NEU3	ENSG00000162139	protein_coding
chr11	6019336	6034338	-	OR56A1	ENSG00000180934	protein_coding
chrX	113522482	113522989	+	PPIHP2	ENSG00000220541	processed_pseudogene
chr19	851014	856247	+	ELANE	ENSG00000197561	protein_coding
chr1	115283034	115368072	+	NGF-AS1	ENSG00000228035	lncRNA
chr17	40921430	40975926	+	ENSG00000234477	ENSG00000234477	lncRNA
chr8	63215981	63218034	+	ENSG00000261542	ENSG00000261542	lncRNA
chr17	28373673	28374301	-	ENSG00000279532	ENSG00000279532	TEC
chr6	53153795	53153898	-	RNU6-464P	ENSG00000253026	snRNA
chr2	233636448	233773300	+	UGT1A10	ENSG00000242515	protein_coding
chr14	105891699	105891719	-	IGHD6-19	ENSG00000211914	IG_D_gene
chr13	22589699	22593871	-	ENSG00000287357	ENSG00000287357	lncRNA
chr7	112288623	112288952	+	RN7SKP187	ENSG00000202406	misc_RNA
chr4	176683538	176792922	-	VEGFC	ENSG00000150630	protein_coding
chr15	68267792	68277994	-	ENSG00000260657	ENSG00000260657	lncRNA
chr2	73370019	73370892	+	RPSAP28	ENSG00000214484	processed_pseudogene
chr12	9658567	9662085	+	ENSG00000257027	ENSG00000257027	lncRNA
chr2	68122936	68157549	-	DNAAF10	ENSG00000243667	protein_coding
chr10	80537902	80646560	+	SH2D4B	ENSG00000178217	protein_coding
chr13	96948018	96949584	+	ENSG00000272329	ENSG00000272329	lncRNA
chr11	118644000	118644079	+	MIR6716	ENSG00000284246	miRNA
chr11	8943380	8943467	-	Y_RNA	ENSG00000223080	misc_RNA
chr11	102229851	102230922	-	ENSG00000254422	ENSG00000254422	lncRNA
chr1	89051882	89065360	-	GBP1	ENSG00000117228	protein_coding
chr12	54099191	54099302	-	Y_RNA	ENSG00000202146	misc_RNA
chr21	15190406	15224394	-	ENSG00000288555	ENSG00000288555	lncRNA
chr17	60899891	60900185	+	RN7SL448P	ENSG00000264322	misc_RNA
chr1	188013642	188144768	+	ENSG00000285894	ENSG00000285894	lncRNA
chr8	116845934	116874776	-	RAD21	ENSG00000164754	protein_coding
chr7	94495299	94495404	+	RNU6-1328P	ENSG00000222870	snRNA
chr1	145848522	145859836	-	PIAS3	ENSG00000131788	protein_coding
chr11	83455012	85628335	-	DLG2	ENSG00000150672	protein_coding
chr14	35388121	35389069	-	RPLP0P3	ENSG00000240023	processed_pseudogene
chr8	96140572	96140944	-	ENSG00000270131	ENSG00000270131	lncRNA
chr2	45674701	45675476	-	PRKCE-AS1	ENSG00000228481	lncRNA
chr11	102835801	102843609	-	MMP3	ENSG00000149968	protein_coding
chr12	49582885	49605639	-	FAM186B	ENSG00000135436	protein_coding
chr12	75234740	75298508	+	CAPS2-AS1	ENSG00000254451	lncRNA
chr2	149329985	149474138	+	LYPD6	ENSG00000187123	protein_coding
chr4	9367874	9369070	+	USP17L6P	ENSG00000205946	unprocessed_pseudogene
chr1	166839447	166856359	+	POGK	ENSG00000143157	protein_coding
chr13	97953658	98024296	+	IPO5	ENSG00000065150	protein_coding
chr22	27920525	27920612	-	MIR3199-1	ENSG00000264073	miRNA
chr10	26717635	26718778	+	ENSG00000235843	ENSG00000235843	lncRNA
chr5	74779309	74779413	+	RNU6-1330P	ENSG00000199645	snRNA
chr3	156523740	156524247	-	ENSG00000272990	ENSG00000272990	lncRNA
chr8	100550724	100551713	-	GAPDHP62	ENSG00000251013	processed_pseudogene
chr6	160702194	160754097	+	PLG	ENSG00000122194	protein_coding
chr3	48120669	48121215	-	RPL17P16	ENSG00000236768	processed_pseudogene
chr10	68632371	68632727	+	COX20P1	ENSG00000213025	processed_pseudogene
chr13	62321305	62322398	+	LINC01074	ENSG00000227611	lncRNA
chr8	116766505	116849463	+	UTP23	ENSG00000147679	protein_coding
chr4	103255822	103454667	+	LINC02428	ENSG00000248740	lncRNA
chr2	127840606	127841763	-	ZFP91P1	ENSG00000274010	processed_pseudogene
chr5	40790077	40790204	-	ENSG00000212567	ENSG00000212567	snoRNA
chr17	38755279	38755400	-	RNU6-866P	ENSG00000274607	snRNA
chr16	89696357	89701705	-	SPATA2L	ENSG00000158792	protein_coding
chr4	164787290	164787396	+	RNU6-668P	ENSG00000201050	snRNA
chr12	77129178	77163638	+	ENSG00000286476	ENSG00000286476	lncRNA
chr6	43011143	43016868	-	MEA1	ENSG00000124733	protein_coding
chr4	184014035	184016382	+	ENSG00000283355	ENSG00000283355	TEC
chr6	108559835	108684774	+	FOXO3	ENSG00000118689	protein_coding
chr12	40068243	40068590	-	RPL30P13	ENSG00000229014	processed_pseudogene
chr2	94971954	94972167	-	ENSG00000224585	ENSG00000224585	unprocessed_pseudogene
chr19	23075210	23147221	+	ZNF730	ENSG00000183850	protein_coding
chr17	12549764	12642854	+	LINC00670	ENSG00000179136	lncRNA
chr17	60025859	60030746	+	ENSG00000274378	ENSG00000274378	unprocessed_pseudogene
chr7	39733430	39793092	+	LINC00265	ENSG00000188185	lncRNA
chr7	5475804	5479811	+	ENSG00000230733	ENSG00000230733	lncRNA
chr8	28225929	28227562	+	ENSG00000250516	ENSG00000250516	processed_pseudogene
chrX	128127090	128128212	-	ACTRT1P1	ENSG00000235239	processed_pseudogene
chr21	37267784	37268497	+	ENSG00000272948	ENSG00000272948	lncRNA
chr20	21265854	21266465	+	ZNF877P	ENSG00000226875	unprocessed_pseudogene
chr3	58237532	58295693	+	ABHD6	ENSG00000163686	protein_coding
chr15	58588809	58749791	-	ADAM10	ENSG00000137845	protein_coding
chr11	55865709	55865820	+	ENSG00000255499	ENSG00000255499	processed_pseudogene
chr4	1056250	1113564	-	RNF212	ENSG00000178222	protein_coding
chr1	210462345	210463012	-	BPNT2P1	ENSG00000270936	processed_pseudogene
chr17	2329016	2329237	-	SNORD91B	ENSG00000275084	snoRNA
chr2	130277184	130277957	+	MTCO3P7	ENSG00000249997	unprocessed_pseudogene
chr17	56891270	56891355	-	MIR3614	ENSG00000284542	miRNA
chr8	142701857	142727056	-	LNCOC1	ENSG00000253741	lncRNA
chr1	247255972	247257210	+	VN1R5	ENSG00000197617	protein_coding
chr4	163382179	163382516	+	RPL35AP12	ENSG00000227283	processed_pseudogene
chr18	70003031	70205726	-	RTTN	ENSG00000176225	protein_coding
chr7	1838586	1849931	+	ENSG00000176349	ENSG00000176349	lncRNA
chr6	90376124	90377039	+	ENSG00000289988	ENSG00000289988	lncRNA
chr7	149881359	149881580	-	ENSG00000273293	ENSG00000273293	lncRNA
chr12	63003553	63006902	+	LDHAL6CP	ENSG00000250517	transcribed_processed_pseudogene
chr5	25963839	25990687	+	ENSG00000286625	ENSG00000286625	lncRNA
chr1	34981533	35031741	-	ENSG00000271741	ENSG00000271741	protein_coding
chr8	38123274	38124651	+	ENSG00000240015	ENSG00000240015	lncRNA
chrX	28942050	28942568	+	ENSG00000237994	ENSG00000237994	lncRNA
chr22	17580157	17589192	-	ENSG00000236754	ENSG00000236754	lncRNA
chr7	6735305	6751392	+	PMS2CL	ENSG00000187953	transcribed_unprocessed_pseudogene
chr9	95065350	95065446	+	MIR6081	ENSG00000274115	miRNA
chr10	73909177	73917496	+	PLAU	ENSG00000122861	protein_coding
chr2	87439523	87459044	-	LINC01943	ENSG00000280721	lncRNA
chr17	14177131	14177310	+	SNORA74	ENSG00000252305	snoRNA
chr7	94022833	94066661	+	ENSG00000236453	ENSG00000236453	lncRNA
chr6	39792298	39904877	+	DAAM2	ENSG00000146122	protein_coding
chr4	168092537	168187736	+	ANXA10	ENSG00000109511	protein_coding
chr5	177600132	177610330	+	B4GALT7	ENSG00000027847	protein_coding
chr17	74549399	74552737	-	ENSG00000236770	ENSG00000236770	unprocessed_pseudogene
chr5	162477891	162477993	+	RNU6-164P	ENSG00000201474	snRNA
chr2	31334321	31414742	-	XDH	ENSG00000158125	protein_coding
chr11	2371538	2375401	-	ENSG00000290098	ENSG00000290098	lncRNA
chr1	162378841	162386812	+	C1orf226	ENSG00000239887	protein_coding
chr21	45263928	45287898	-	POFUT2	ENSG00000186866	protein_coding
chr2	196763035	196799725	-	GTF3C3	ENSG00000119041	protein_coding
chr5	38937920	39074402	-	RICTOR	ENSG00000164327	protein_coding
chr3	155437538	155437823	-	RN7SL715P	ENSG00000272096	misc_RNA
chr14	57469300	57493867	-	CCDC198	ENSG00000100557	protein_coding
chr9	135546126	135549969	+	OBP2A	ENSG00000122136	protein_coding
chr14	77274956	77320883	-	POMT2	ENSG00000009830	protein_coding
chr1	147482238	147482628	+	OR13Z3P	ENSG00000272480	unprocessed_pseudogene
chr16	74456541	74456611	+	RNU6-237P	ENSG00000251794	snRNA
chr1	192875686	192875985	-	RN7SKP126	ENSG00000223075	misc_RNA
chr8	63651457	63693249	+	ENSG00000287844	ENSG00000287844	lncRNA
chr19	31787148	31787255	-	RNU6-967P	ENSG00000201894	snRNA
chr12	29500840	29784759	-	TMTC1	ENSG00000133687	protein_coding
chr11	4179675	4202663	+	LINC02749	ENSG00000254480	lncRNA
chr19	53725442	53725526	+	MIR516B2	ENSG00000207925	miRNA
chr6	78867551	78946440	+	IRAK1BP1	ENSG00000146243	protein_coding
chr2	201212283	201213081	-	MTND5P25	ENSG00000227348	unprocessed_pseudogene
chr7	144312419	144322737	+	OR2A1	ENSG00000221970	protein_coding
chr4	77076049	77077325	+	ENSG00000289496	ENSG00000289496	lncRNA
chrX	102786813	102788387	+	MTND2P2	ENSG00000229954	processed_pseudogene
chr1	1724512	1737251	+	ENSG00000227775	ENSG00000227775	transcribed_processed_pseudogene
chr3	9216895	9219508	+	SRGAP3-AS3	ENSG00000227929	lncRNA
chr15	68755025	68755716	+	ENSG00000289998	ENSG00000289998	lncRNA
chr1	1335276	1349418	-	DVL1	ENSG00000107404	protein_coding
chr12	131828393	131851783	+	MMP17	ENSG00000198598	protein_coding
chr2	88992409	88992931	-	IGKV1-8	ENSG00000240671	IG_V_gene
chr16	29291220	29372110	+	ENSG00000198106	ENSG00000198106	lncRNA
chr11	56628932	56629860	+	OR5M12P	ENSG00000197866	unprocessed_pseudogene
chr9	42863200	42863306	+	RNU6-599P	ENSG00000238529	snRNA
chr21	18917934	18935859	-	ENSG00000232193	ENSG00000232193	lncRNA
chr8	56121242	56121352	-	ENSG00000221093	ENSG00000221093	snoRNA
chr11	55318560	55319465	+	OR4A11P	ENSG00000254663	unprocessed_pseudogene
chr10	18531849	18533336	-	ENSG00000225527	ENSG00000225527	lncRNA
KI270734.1	138082	161852	-	ENSG00000277196	ENSG00000277196	protein_coding
chr5	2736662	2737759	-	ENSG00000259757	ENSG00000259757	lncRNA
chr1	111490317	111490423	-	RNU6-792P	ENSG00000200360	snRNA
